product_id,name,category,seller_id,active,unit_cost
484,Produto Padaria Linha 484,Enlatados,80,True,132.13
485,Produto Limpeza Linha 485,Bebidas,19,True,88.93
486,Produto Carnes Linha 486,Congelados,81,True,10.89
487,Produto Enlatados Linha 487,Higiene,90,True,184.18
488,Produto Padaria Linha 488,Grãos,6,True,95.12
489,Produto Limpeza Linha 489,Bebidas,107,False,7.74
490,Produto Enlatados Linha 490,Enlatados,49,True,138.58
491,Produto Bebidas Linha 491,Congelados,73,True,97.4
492,Produto Carnes Linha 492,Laticínios,50,True,26.62
493,Produto Carnes Linha 493,Bebidas,81,True,44.43
494,Produto Snacks Linha 494,Padaria,95,True,14.77
495,Produto Padaria Linha 495,Snacks,12,True,115.71
496,Produto Snacks Linha 496,Bebidas,23,True,125.16
497,Produto Higiene Linha 497,Padaria,54,True,102.14
498,Produto Enlatados Linha 498,Padaria,118,True,163.79
499,Produto Snacks Linha 499,Snacks,69,False,172.48
500,Produto Higiene Linha 500,Grãos,107,True,123.89
501,Produto Padaria Linha 501,Bebidas,100,False,4.53
502,Produto Higiene Linha 502,Limpeza,59,True,139.66
503,Produto Enlatados Linha 503,Laticínios,36,True,84.76
504,Produto Bebidas Linha 504,Snacks,3,True,113.98
505,Produto Enlatados Linha 505,Limpeza,58,True,130.52
506,Produto Enlatados Linha 506,Congelados,88,True,71.35
507,Produto Enlatados Linha 507,Carnes,55,True,183.59
508,Produto Higiene Linha 508,Enlatados,57,True,28.53
509,Produto Padaria Linha 509,Padaria,17,True,134.96
510,Produto Grãos Linha 510,Carnes,39,True,2.86
511,Produto Higiene Linha 511,Congelados,90,True,185.08
512,Produto Snacks Linha 512,Bebidas,68,True,24.28
513,Produto Bebidas Linha 513,Snacks,55,True,20.79
514,Produto Enlatados Linha 514,Higiene,45,True,67.94
515,Produto Bebidas Linha 515,Higiene,76,True,75.97
516,Produto Grãos Linha 516,Congelados,1,True,44.43
517,Produto Carnes Linha 517,Limpeza,21,True,117.85
518,Produto Padaria Linha 518,Congelados,83,True,89.7
519,Produto Laticínios Linha 519,Enlatados,21,True,8.77
520,Produto Laticínios Linha 520,Carnes,52,True,65.29
521,Produto Laticínios Linha 521,Padaria,82,True,162.47
522,Produto Carnes Linha 522,Snacks,43,True,138.56
523,Produto Grãos Linha 523,Higiene,52,False,145.52
524,Produto Laticínios Linha 524,Limpeza,67,True,140.23
525,Produto Carnes Linha 525,Padaria,113,True,63.57
526,Produto Congelados Linha 526,Limpeza,44,True,21.73
527,Produto Limpeza Linha 527,Higiene,32,True,55.95
528,Produto Carnes Linha 528,Enlatados,10,True,166.69
529,Produto Higiene Linha 529,Laticínios,64,True,196.13
530,Produto Enlatados Linha 530,Higiene,104,False,99.78
531,Produto Higiene Linha 531,Grãos,79,True,3.92
532,Produto Congelados Linha 532,Bebidas,69,False,29.73
533,Produto Higiene Linha 533,Grãos,68,True,65.77
534,Produto Higiene Linha 534,Snacks,28,True,116.56
535,Produto Snacks Linha 535,Congelados,53,True,16.87
536,Produto Higiene Linha 536,Enlatados,116,True,188.78
537,Produto Laticínios Linha 537,Padaria,51,True,74.29
538,Produto Laticínios Linha 538,Carnes,53,False,182.69
539,Produto Enlatados Linha 539,Laticínios,4,True,156.54
540,Produto Padaria Linha 540,Bebidas,79,True,151.58
541,Produto Laticínios Linha 541,Enlatados,17,True,122.13
542,Produto Congelados Linha 542,Laticínios,108,True,126.1
543,Produto Grãos Linha 543,Padaria,67,True,128.32
544,Produto Padaria Linha 544,Padaria,74,True,126.49
545,Produto Carnes Linha 545,Snacks,47,True,111.64
546,Produto Congelados Linha 546,Higiene,106,True,197.31
547,Produto Bebidas Linha 547,Padaria,56,True,146.99
548,Produto Grãos Linha 548,Snacks,23,True,155.84
549,Produto Grãos Linha 549,Higiene,18,False,174.75
550,Produto Laticínios Linha 550,Limpeza,1,True,44.7
551,Produto Laticínios Linha 551,Grãos,35,True,18.59
552,Produto Padaria Linha 552,Bebidas,64,True,97.61
553,Produto Bebidas Linha 553,Padaria,117,True,103.79
554,Produto Enlatados Linha 554,Snacks,58,True,166.18
555,Produto Carnes Linha 555,Higiene,95,True,89.87
556,Produto Laticínios Linha 556,Padaria,59,True,115.03
557,Produto Laticínios Linha 557,Congelados,108,True,106.36
558,Produto Padaria Linha 558,Bebidas,1,True,9.56
559,Produto Enlatados Linha 559,Higiene,3,True,123.81
560,Produto Snacks Linha 560,Bebidas,67,True,165.95
561,Produto Limpeza Linha 561,Padaria,37,True,33.19
562,Produto Grãos Linha 562,Carnes,83,True,119.68
563,Produto Carnes Linha 563,Limpeza,29,True,119.53
564,Produto Grãos Linha 564,Padaria,89,False,34.51
565,Produto Snacks Linha 565,Grãos,33,True,26.45
566,Produto Bebidas Linha 566,Enlatados,100,True,196.05
567,Produto Congelados Linha 567,Limpeza,61,True,79.96
568,Produto Padaria Linha 568,Grãos,93,True,47.03
569,Produto Padaria Linha 569,Enlatados,90,False,35.92
570,Produto Limpeza Linha 570,Snacks,4,True,134.19
571,Produto Bebidas Linha 571,Carnes,113,True,122.67
572,Produto Snacks Linha 572,Grãos,14,True,129.42
573,Produto Bebidas Linha 573,Grãos,114,True,19.43
574,Produto Carnes Linha 574,Congelados,91,False,178.92
575,Produto Limpeza Linha 575,Snacks,33,True,79.07
576,Produto Higiene Linha 576,Higiene,22,True,64.05
577,Produto Carnes Linha 577,Padaria,48,True,93.55
578,Produto Limpeza Linha 578,Laticínios,3,True,79.23
579,Produto Grãos Linha 579,Snacks,87,True,172.99
580,Produto Padaria Linha 580,Laticínios,85,True,185.99
581,Produto Bebidas Linha 581,Bebidas,105,False,62.08
582,Produto Enlatados Linha 582,Bebidas,23,True,173.06
583,Produto Enlatados Linha 583,Snacks,68,True,156.74
584,Produto Carnes Linha 584,Bebidas,21,False,186.3
585,Produto Higiene Linha 585,Bebidas,101,True,50.66
586,Produto Congelados Linha 586,Higiene,43,True,116.24
587,Produto Laticínios Linha 587,Bebidas,95,True,56.36
588,Produto Padaria Linha 588,Higiene,85,True,165.17
589,Produto Carnes Linha 589,Grãos,26,True,3.05
590,Produto Padaria Linha 590,Enlatados,41,False,113.83
591,Produto Limpeza Linha 591,Snacks,99,True,69.16
592,Produto Grãos Linha 592,Carnes,38,True,65.89
593,Produto Bebidas Linha 593,Laticínios,88,True,129.69
594,Produto Grãos Linha 594,Bebidas,11,True,170.59
595,Produto Laticínios Linha 595,Limpeza,105,True,122.62
596,Produto Padaria Linha 596,Padaria,29,True,170.93
597,Produto Snacks Linha 597,Padaria,111,False,54.39
598,Produto Congelados Linha 598,Enlatados,119,True,104.86
599,Produto Higiene Linha 599,Limpeza,60,True,91.21
600,Produto Congelados Linha 600,Laticínios,67,True,4.31
601,Produto Carnes Linha 601,Higiene,65,True,112.25
602,Produto Carnes Linha 602,Enlatados,116,True,132.98
603,Produto Congelados Linha 603,Bebidas,61,True,119.2
604,Produto Limpeza Linha 604,Higiene,118,True,147.78
605,Produto Bebidas Linha 605,Bebidas,19,True,115.13
606,Produto Laticínios Linha 606,Laticínios,46,True,15.22
607,Produto Laticínios Linha 607,Higiene,49,True,25.06
608,Produto Enlatados Linha 608,Carnes,22,True,120.1
609,Produto Congelados Linha 609,Higiene,78,True,56.45
610,Produto Congelados Linha 610,Grãos,113,True,17.77
611,Produto Bebidas Linha 611,Padaria,57,True,87.06
612,Produto Snacks Linha 612,Laticínios,14,True,111.76
613,Produto Carnes Linha 613,Bebidas,44,True,67.09
614,Produto Limpeza Linha 614,Grãos,16,True,144.65
615,Produto Limpeza Linha 615,Carnes,97,True,129.47
616,Produto Bebidas Linha 616,Bebidas,77,True,67.9
617,Produto Carnes Linha 617,Laticínios,102,True,151.46
618,Produto Laticínios Linha 618,Laticínios,113,True,130.44
619,Produto Padaria Linha 619,Padaria,12,True,128.21
620,Produto Bebidas Linha 620,Grãos,55,False,111.58
621,Produto Enlatados Linha 621,Snacks,51,True,4.26
622,Produto Bebidas Linha 622,Congelados,102,True,139.91
623,Produto Snacks Linha 623,Higiene,39,True,76.46
624,Produto Bebidas Linha 624,Higiene,33,False,188.64
625,Produto Enlatados Linha 625,Bebidas,33,True,163.96
626,Produto Snacks Linha 626,Snacks,29,True,118.36
627,Produto Laticínios Linha 627,Grãos,69,True,51.93
628,Produto Padaria Linha 628,Laticínios,70,True,42.34
629,Produto Bebidas Linha 629,Carnes,31,True,69.4
630,Produto Snacks Linha 630,Padaria,80,True,96.36
631,Produto Congelados Linha 631,Laticínios,31,True,60.62
632,Produto Laticínios Linha 632,Enlatados,89,True,103.96
633,Produto Bebidas Linha 633,Enlatados,112,True,34.74
634,Produto Grãos Linha 634,Bebidas,46,True,195.59
635,Produto Snacks Linha 635,Bebidas,97,True,23.37
636,Produto Enlatados Linha 636,Grãos,77,True,186.52
637,Produto Higiene Linha 637,Enlatados,52,True,182.89
638,Produto Snacks Linha 638,Grãos,10,True,106.02
639,Produto Enlatados Linha 639,Enlatados,88,False,145.53
640,Produto Grãos Linha 640,Carnes,74,True,88.34
641,Produto Padaria Linha 641,Bebidas,41,True,126.75
642,Produto Grãos Linha 642,Snacks,95,True,69.43
643,Produto Snacks Linha 643,Bebidas,77,True,61.63
644,Produto Higiene Linha 644,Laticínios,3,True,116.49
645,Produto Limpeza Linha 645,Higiene,59,True,100.63
646,Produto Grãos Linha 646,Higiene,114,True,116.75
647,Produto Grãos Linha 647,Grãos,52,True,58.76
648,Produto Carnes Linha 648,Padaria,34,True,74.66
649,Produto Grãos Linha 649,Higiene,49,True,18.61
650,Produto Congelados Linha 650,Bebidas,28,True,12.35
651,Produto Limpeza Linha 651,Higiene,83,True,52.18
652,Produto Padaria Linha 652,Padaria,87,True,16.7
653,Produto Carnes Linha 653,Padaria,109,True,22.55
654,Produto Higiene Linha 654,Grãos,96,True,162.96
655,Produto Carnes Linha 655,Bebidas,13,True,9.7
656,Produto Enlatados Linha 656,Bebidas,97,True,132.47
657,Produto Higiene Linha 657,Snacks,98,True,55.97
658,Produto Carnes Linha 658,Enlatados,97,True,174.57
659,Produto Limpeza Linha 659,Congelados,120,True,98.03
660,Produto Bebidas Linha 660,Grãos,69,True,62.5
661,Produto Enlatados Linha 661,Padaria,120,True,104.49
662,Produto Higiene Linha 662,Bebidas,67,True,77.63
663,Produto Carnes Linha 663,Higiene,61,True,113.73
664,Produto Bebidas Linha 664,Limpeza,60,True,24.68
665,Produto Grãos Linha 665,Laticínios,71,True,199.4
666,Produto Enlatados Linha 666,Snacks,24,True,86.26
667,Produto Congelados Linha 667,Limpeza,63,True,70.95
668,Produto Padaria Linha 668,Grãos,86,True,142.62
669,Produto Enlatados Linha 669,Grãos,109,True,74.05
670,Produto Carnes Linha 670,Congelados,61,True,166.99
671,Produto Limpeza Linha 671,Carnes,23,True,91.95
672,Produto Padaria Linha 672,Limpeza,30,True,144.47
673,Produto Enlatados Linha 673,Limpeza,60,True,23.28
674,Produto Enlatados Linha 674,Congelados,18,True,169.53
675,Produto Enlatados Linha 675,Congelados,96,True,147.67
676,Produto Grãos Linha 676,Carnes,56,True,43.92
677,Produto Grãos Linha 677,Limpeza,53,True,30.77
678,Produto Grãos Linha 678,Limpeza,7,True,64.63
679,Produto Enlatados Linha 679,Enlatados,97,True,195.26
680,Produto Grãos Linha 680,Carnes,69,True,52.85
681,Produto Limpeza Linha 681,Snacks,113,True,92.31
682,Produto Limpeza Linha 682,Enlatados,92,True,7.94
683,Produto Limpeza Linha 683,Limpeza,72,True,80.65
684,Produto Enlatados Linha 684,Grãos,79,True,115.12
685,Produto Carnes Linha 685,Limpeza,52,False,190.72
686,Produto Congelados Linha 686,Higiene,4,True,104.31
687,Produto Padaria Linha 687,Carnes,34,False,164.18
688,Produto Padaria Linha 688,Grãos,69,False,110.33
689,Produto Padaria Linha 689,Congelados,33,True,10.08
690,Produto Padaria Linha 690,Enlatados,69,True,64.37
691,Produto Snacks Linha 691,Limpeza,38,True,115.96
692,Produto Padaria Linha 692,Enlatados,98,True,190.22
693,Produto Snacks Linha 693,Laticínios,26,True,172.11
694,Produto Limpeza Linha 694,Snacks,1,False,47.21
695,Produto Grãos Linha 695,Higiene,4,True,45.58
696,Produto Congelados Linha 696,Carnes,39,True,41.83
697,Produto Enlatados Linha 697,Limpeza,54,True,184.65
698,Produto Limpeza Linha 698,Limpeza,90,True,170.83
699,Produto Higiene Linha 699,Grãos,33,True,155.43
700,Produto Padaria Linha 700,Grãos,33,True,79.76
701,Produto Enlatados Linha 701,Congelados,72,True,101.87
702,Produto Carnes Linha 702,Carnes,20,True,93.94
703,Produto Grãos Linha 703,Bebidas,16,True,52.17
704,Produto Laticínios Linha 704,Limpeza,21,True,102.0
705,Produto Congelados Linha 705,Congelados,45,True,8.04
706,Produto Grãos Linha 706,Carnes,119,True,28.1
707,Produto Higiene Linha 707,Snacks,120,True,177.54
708,Produto Snacks Linha 708,Limpeza,90,True,150.83
709,Produto Enlatados Linha 709,Congelados,87,True,85.73
710,Produto Bebidas Linha 710,Carnes,82,True,104.4
711,Produto Padaria Linha 711,Snacks,62,True,75.26
712,Produto Padaria Linha 712,Carnes,31,True,148.67
713,Produto Limpeza Linha 713,Padaria,116,True,157.27
714,Produto Congelados Linha 714,Enlatados,42,True,153.13
715,Produto Carnes Linha 715,Laticínios,12,True,145.08
716,Produto Enlatados Linha 716,Enlatados,65,True,42.49
717,Produto Congelados Linha 717,Laticínios,106,True,68.92
718,Produto Enlatados Linha 718,Congelados,73,False,95.03
719,Produto Carnes Linha 719,Congelados,3,True,67.5
720,Produto Grãos Linha 720,Bebidas,115,True,151.48
721,Produto Bebidas Linha 721,Congelados,90,True,67.21
722,Produto Padaria Linha 722,Laticínios,9,True,29.37
723,Produto Enlatados Linha 723,Snacks,106,True,81.01
724,Produto Snacks Linha 724,Bebidas,51,True,196.02
725,Produto Carnes Linha 725,Higiene,16,True,46.72
726,Produto Higiene Linha 726,Congelados,88,True,123.21
727,Produto Snacks Linha 727,Carnes,114,False,87.73
728,Produto Carnes Linha 728,Padaria,78,True,16.06
729,Produto Enlatados Linha 729,Limpeza,3,True,98.6
730,Produto Snacks Linha 730,Grãos,98,True,141.03
731,Produto Padaria Linha 731,Laticínios,97,True,103.62
732,Produto Carnes Linha 732,Limpeza,114,True,174.68
733,Produto Enlatados Linha 733,Limpeza,24,True,59.21
734,Produto Limpeza Linha 734,Congelados,73,True,19.08
735,Produto Grãos Linha 735,Enlatados,13,True,187.44
736,Produto Padaria Linha 736,Congelados,2,True,76.88
737,Produto Carnes Linha 737,Enlatados,71,True,116.13
738,Produto Grãos Linha 738,Padaria,112,True,158.82
739,Produto Limpeza Linha 739,Snacks,21,True,66.21
740,Produto Snacks Linha 740,Limpeza,19,True,143.8
741,Produto Snacks Linha 741,Enlatados,89,True,28.81
742,Produto Congelados Linha 742,Laticínios,47,True,59.68
743,Produto Bebidas Linha 743,Padaria,22,True,30.65
744,Produto Laticínios Linha 744,Grãos,75,True,162.62
745,Produto Laticínios Linha 745,Carnes,33,True,46.08
746,Produto Laticínios Linha 746,Padaria,32,True,144.05
747,Produto Bebidas Linha 747,Bebidas,64,True,188.77
748,Produto Bebidas Linha 748,Congelados,85,True,106.5
749,Produto Bebidas Linha 749,Laticínios,39,True,108.93
750,Produto Limpeza Linha 750,Grãos,84,True,93.28
751,Produto Laticínios Linha 751,Carnes,72,True,66.53
752,Produto Limpeza Linha 752,Laticínios,42,True,96.18
753,Produto Limpeza Linha 753,Higiene,101,True,121.36
754,Produto Padaria Linha 754,Padaria,9,True,197.23
755,Produto Carnes Linha 755,Enlatados,25,True,187.68
756,Produto Padaria Linha 756,Higiene,89,True,172.71
757,Produto Higiene Linha 757,Padaria,97,True,178.05
758,Produto Laticínios Linha 758,Congelados,2,True,94.63
759,Produto Limpeza Linha 759,Laticínios,19,True,132.17
760,Produto Snacks Linha 760,Padaria,110,True,179.22
761,Produto Limpeza Linha 761,Bebidas,20,True,79.8
762,Produto Snacks Linha 762,Bebidas,106,True,192.43
763,Produto Grãos Linha 763,Bebidas,105,True,84.33
764,Produto Grãos Linha 764,Higiene,106,False,121.01
765,Produto Limpeza Linha 765,Laticínios,93,True,142.54
766,Produto Carnes Linha 766,Padaria,70,True,190.22
767,Produto Higiene Linha 767,Carnes,17,True,50.43
768,Produto Higiene Linha 768,Laticínios,89,True,149.73
769,Produto Laticínios Linha 769,Laticínios,102,True,105.12
770,Produto Congelados Linha 770,Higiene,68,True,55.17
771,Produto Carnes Linha 771,Grãos,94,True,155.77
772,Produto Carnes Linha 772,Laticínios,84,True,111.34
773,Produto Carnes Linha 773,Enlatados,3,False,132.87
774,Produto Enlatados Linha 774,Limpeza,87,True,65.93
775,Produto Laticínios Linha 775,Enlatados,51,True,97.29
776,Produto Congelados Linha 776,Bebidas,82,True,124.24
777,Produto Snacks Linha 777,Snacks,26,True,82.17
778,Produto Enlatados Linha 778,Higiene,56,True,41.28
779,Produto Carnes Linha 779,Limpeza,100,True,192.4
780,Produto Congelados Linha 780,Enlatados,64,True,103.27
781,Produto Congelados Linha 781,Limpeza,8,False,147.32
782,Produto Grãos Linha 782,Padaria,81,True,83.39
783,Produto Higiene Linha 783,Higiene,95,True,72.32
784,Produto Padaria Linha 784,Enlatados,37,True,82.62
785,Produto Laticínios Linha 785,Snacks,109,True,83.02
786,Produto Carnes Linha 786,Snacks,97,True,109.75
787,Produto Grãos Linha 787,Grãos,27,True,109.61
788,Produto Laticínios Linha 788,Snacks,45,True,100.44
789,Produto Bebidas Linha 789,Snacks,4,True,28.69
790,Produto Carnes Linha 790,Bebidas,86,True,100.22
791,Produto Enlatados Linha 791,Grãos,90,True,35.48
792,Produto Grãos Linha 792,Bebidas,96,True,26.97
793,Produto Enlatados Linha 793,Grãos,88,True,186.66
794,Produto Grãos Linha 794,Limpeza,110,True,121.78
795,Produto Carnes Linha 795,Limpeza,99,True,132.58
796,Produto Bebidas Linha 796,Bebidas,37,True,81.56
797,Produto Snacks Linha 797,Higiene,96,True,181.98
798,Produto Limpeza Linha 798,Grãos,71,True,128.31
799,Produto Grãos Linha 799,Enlatados,33,True,154.3
800,Produto Snacks Linha 800,Congelados,31,True,74.98
